Source;Target;Label;Type
2339;549;Samuel L. Jackson;Undirected
2339;69;Samuel L. Jackson;Undirected
2339;70;Samuel L. Jackson;Undirected
2339;77;Samuel L. Jackson;Undirected
2339;78;Samuel L. Jackson;Undirected
2339;795;Samuel L. Jackson;Undirected
2339;837;Samuel L. Jackson;Undirected
2339;867;Samuel L. Jackson;Undirected
2347;549;Samuel L. Jackson;Undirected
2347;69;Samuel L. Jackson;Undirected
2347;70;Samuel L. Jackson;Undirected
2347;77;Samuel L. Jackson;Undirected
2347;78;Samuel L. Jackson;Undirected
2347;795;Samuel L. Jackson;Undirected
2347;837;Samuel L. Jackson;Undirected
2347;867;Samuel L. Jackson;Undirected
549;69;Samuel L. Jackson;Undirected
549;70;Samuel L. Jackson;Undirected
549;77;Samuel L. Jackson;Undirected
549;78;Samuel L. Jackson;Undirected
549;795;Samuel L. Jackson;Undirected
549;837;Samuel L. Jackson;Undirected
549;867;Samuel L. Jackson;Undirected
69;70;Samuel L. Jackson;Undirected
69;77;Samuel L. Jackson;Undirected
69;78;Samuel L. Jackson;Undirected
69;795;Samuel L. Jackson;Undirected
69;837;Samuel L. Jackson;Undirected
69;867;Samuel L. Jackson;Undirected
70;77;Samuel L. Jackson;Undirected
70;78;Samuel L. Jackson;Undirected
70;795;Samuel L. Jackson;Undirected
70;837;Samuel L. Jackson;Undirected
70;867;Samuel L. Jackson;Undirected
77;78;Samuel L. Jackson;Undirected
77;795;Samuel L. Jackson;Undirected
77;837;Samuel L. Jackson;Undirected
77;867;Samuel L. Jackson;Undirected
78;795;Samuel L. Jackson;Undirected
78;837;Samuel L. Jackson;Undirected
78;867;Samuel L. Jackson;Undirected
795;837;Samuel L. Jackson;Undirected
795;867;Samuel L. Jackson;Undirected
837;867;Samuel L. Jackson;Undirected
1169;1346;Michael Rapaport;Undirected
1169;2506;Michael Rapaport;Undirected
1346;2506;Michael Rapaport;Undirected
1169;1642;Kathryn Erbe;Undirected
1169;1215;Nicolas Cage;Undirected
1169;1298;Nicolas Cage;Undirected
1169;1536;Nicolas Cage;Undirected
1169;2231;Nicolas Cage;Undirected
1169;2289;Nicolas Cage;Undirected
1169;2535;Nicolas Cage;Undirected
1169;32;Nicolas Cage;Undirected
1169;528;Nicolas Cage;Undirected
1169;630;Nicolas Cage;Undirected
1169;713;Nicolas Cage;Undirected
1215;1298;Nicolas Cage;Undirected
1215;1536;Nicolas Cage;Undirected
1215;2231;Nicolas Cage;Undirected
1215;2289;Nicolas Cage;Undirected
1215;2535;Nicolas Cage;Undirected
1215;32;Nicolas Cage;Undirected
1215;528;Nicolas Cage;Undirected
1215;630;Nicolas Cage;Undirected
1215;713;Nicolas Cage;Undirected
1298;1536;Nicolas Cage;Undirected
1298;2231;Nicolas Cage;Undirected
1298;2289;Nicolas Cage;Undirected
1298;2535;Nicolas Cage;Undirected
1298;32;Nicolas Cage;Undirected
1298;528;Nicolas Cage;Undirected
1298;630;Nicolas Cage;Undirected
1298;713;Nicolas Cage;Undirected
1536;2231;Nicolas Cage;Undirected
1536;2289;Nicolas Cage;Undirected
1536;2535;Nicolas Cage;Undirected
1536;32;Nicolas Cage;Undirected
1536;528;Nicolas Cage;Undirected
1536;630;Nicolas Cage;Undirected
1536;713;Nicolas Cage;Undirected
2231;2289;Nicolas Cage;Undirected
2231;2535;Nicolas Cage;Undirected
2231;32;Nicolas Cage;Undirected
2231;528;Nicolas Cage;Undirected
2231;630;Nicolas Cage;Undirected
2231;713;Nicolas Cage;Undirected
2289;2535;Nicolas Cage;Undirected
2289;32;Nicolas Cage;Undirected
2289;528;Nicolas Cage;Undirected
2289;630;Nicolas Cage;Undirected
2289;713;Nicolas Cage;Undirected
2535;32;Nicolas Cage;Undirected
2535;528;Nicolas Cage;Undirected
2535;630;Nicolas Cage;Undirected
2535;713;Nicolas Cage;Undirected
32;528;Nicolas Cage;Undirected
32;630;Nicolas Cage;Undirected
32;713;Nicolas Cage;Undirected
528;630;Nicolas Cage;Undirected
528;713;Nicolas Cage;Undirected
630;713;Nicolas Cage;Undirected
1170;206;Coleen Gray;Undirected
1170;174;Richard Widmark;Undirected
1170;2228;Richard Widmark;Undirected
1170;2229;Richard Widmark;Undirected
1170;2240;Richard Widmark;Undirected
174;2228;Richard Widmark;Undirected
174;2229;Richard Widmark;Undirected
174;2240;Richard Widmark;Undirected
2228;2229;Richard Widmark;Undirected
2228;2240;Richard Widmark;Undirected
2229;2240;Richard Widmark;Undirected
1170;1282;Victor Mature;Undirected
1170;912;Victor Mature;Undirected
1282;912;Victor Mature;Undirected
1170;241;Brian Donlevy;Undirected
1170;305;Brian Donlevy;Undirected
241;305;Brian Donlevy;Undirected
1170;174;Karl Malden;Undirected
1170;1778;Karl Malden;Undirected
1170;1881;Karl Malden;Undirected
1170;291;Karl Malden;Undirected
174;1778;Karl Malden;Undirected
174;1881;Karl Malden;Undirected
174;291;Karl Malden;Undirected
1778;1881;Karl Malden;Undirected
1778;291;Karl Malden;Undirected
1881;291;Karl Malden;Undirected
1170;231;Millard Mitchell;Undirected
1171;1287;Burt Reynolds;Undirected
1171;1963;Burt Reynolds;Undirected
1171;2481;Burt Reynolds;Undirected
1171;606;Burt Reynolds;Undirected
1171;709;Burt Reynolds;Undirected
1287;1963;Burt Reynolds;Undirected
1287;2481;Burt Reynolds;Undirected
1287;606;Burt Reynolds;Undirected
1287;709;Burt Reynolds;Undirected
1963;2481;Burt Reynolds;Undirected
1963;606;Burt Reynolds;Undirected
1963;709;Burt Reynolds;Undirected
2481;606;Burt Reynolds;Undirected
2481;709;Burt Reynolds;Undirected
606;709;Burt Reynolds;Undirected
1171;1778;Brian Keith;Undirected
1171;283;Brian Keith;Undirected
1778;283;Brian Keith;Undirected
1171;2015;Jan-Michael Vincent;Undirected
1171;563;Jan-Michael Vincent;Undirected
2015;563;Jan-Michael Vincent;Undirected
1171;1707;Sally Field;Undirected
1171;2066;Sally Field;Undirected
1171;431;Sally Field;Undirected
1171;56;Sally Field;Undirected
1171;913;Sally Field;Undirected
1707;2066;Sally Field;Undirected
1707;431;Sally Field;Undirected
1707;56;Sally Field;Undirected
1707;913;Sally Field;Undirected
2066;431;Sally Field;Undirected
2066;56;Sally Field;Undirected
2066;913;Sally Field;Undirected
431;56;Sally Field;Undirected
431;913;Sally Field;Undirected
56;913;Sally Field;Undirected
1171;2030;Adam West;Undirected
1171;2114;Adam West;Undirected
1171;3;Adam West;Undirected
2030;2114;Adam West;Undirected
2030;3;Adam West;Undirected
2114;3;Adam West;Undirected
1172;145;Jim Cummings;Undirected
1172;1995;Jim Cummings;Undirected
1172;2470;Jim Cummings;Undirected
1172;2482;Jim Cummings;Undirected
1172;416;Jim Cummings;Undirected
1172;701;Jim Cummings;Undirected
145;1995;Jim Cummings;Undirected
145;2470;Jim Cummings;Undirected
145;2482;Jim Cummings;Undirected
145;416;Jim Cummings;Undirected
145;701;Jim Cummings;Undirected
1995;2470;Jim Cummings;Undirected
1995;2482;Jim Cummings;Undirected
1995;416;Jim Cummings;Undirected
1995;701;Jim Cummings;Undirected
2470;2482;Jim Cummings;Undirected
2470;416;Jim Cummings;Undirected
2470;701;Jim Cummings;Undirected
2482;416;Jim Cummings;Undirected
2482;701;Jim Cummings;Undirected
416;701;Jim Cummings;Undirected
1172;1544;Kevin Michael Richardson;Undirected
1172;415;Kevin Michael Richardson;Undirected
1172;974;Kevin Michael Richardson;Undirected
1544;415;Kevin Michael Richardson;Undirected
1544;974;Kevin Michael Richardson;Undirected
415;974;Kevin Michael Richardson;Undirected
1172;1223;Carolyn Lawrence;Undirected
1172;118;David Schwimmer;Undirected
1172;1270;David Schwimmer;Undirected
1172;2412;David Schwimmer;Undirected
1172;722;David Schwimmer;Undirected
118;1270;David Schwimmer;Undirected
118;2412;David Schwimmer;Undirected
118;722;David Schwimmer;Undirected
1270;2412;David Schwimmer;Undirected
1270;722;David Schwimmer;Undirected
2412;722;David Schwimmer;Undirected
1174;1817;Alexis Arquette;Undirected
1174;630;Sherilyn Fenn;Undirected
1174;1212;John Malkovich;Undirected
1174;1543;John Malkovich;Undirected
1174;1606;John Malkovich;Undirected
1174;1703;John Malkovich;Undirected
1174;1850;John Malkovich;Undirected
1174;1939;John Malkovich;Undirected
1174;2069;John Malkovich;Undirected
1174;2551;John Malkovich;Undirected
1212;1543;John Malkovich;Undirected
1212;1606;John Malkovich;Undirected
1212;1703;John Malkovich;Undirected
1212;1850;John Malkovich;Undirected
1212;1939;John Malkovich;Undirected
1212;2069;John Malkovich;Undirected
1212;2551;John Malkovich;Undirected
1543;1606;John Malkovich;Undirected
1543;1703;John Malkovich;Undirected
1543;1850;John Malkovich;Undirected
1543;1939;John Malkovich;Undirected
1543;2069;John Malkovich;Undirected
1543;2551;John Malkovich;Undirected
1606;1703;John Malkovich;Undirected
1606;1850;John Malkovich;Undirected
1606;1939;John Malkovich;Undirected
1606;2069;John Malkovich;Undirected
1606;2551;John Malkovich;Undirected
1703;1850;John Malkovich;Undirected
1703;1939;John Malkovich;Undirected
1703;2069;John Malkovich;Undirected
1703;2551;John Malkovich;Undirected
1850;1939;John Malkovich;Undirected
1850;2069;John Malkovich;Undirected
1850;2551;John Malkovich;Undirected
1939;2069;John Malkovich;Undirected
1939;2551;John Malkovich;Undirected
2069;2551;John Malkovich;Undirected
1174;1732;Gary Sinise;Undirected
1174;2017;Gary Sinise;Undirected
1174;2535;Gary Sinise;Undirected
1174;336;Gary Sinise;Undirected
1732;2017;Gary Sinise;Undirected
1732;2535;Gary Sinise;Undirected
1732;336;Gary Sinise;Undirected
2017;2535;Gary Sinise;Undirected
2017;336;Gary Sinise;Undirected
2535;336;Gary Sinise;Undirected
1174;1926;Joe Morton;Undirected
1174;2188;Joe Morton;Undirected
1174;2539;Joe Morton;Undirected
1174;289;Joe Morton;Undirected
1174;33;Joe Morton;Undirected
1174;456;Joe Morton;Undirected
1926;2188;Joe Morton;Undirected
1926;2539;Joe Morton;Undirected
1926;289;Joe Morton;Undirected
1926;33;Joe Morton;Undirected
1926;456;Joe Morton;Undirected
2188;2539;Joe Morton;Undirected
2188;289;Joe Morton;Undirected
2188;33;Joe Morton;Undirected
2188;456;Joe Morton;Undirected
2539;289;Joe Morton;Undirected
2539;33;Joe Morton;Undirected
2539;456;Joe Morton;Undirected
289;33;Joe Morton;Undirected
289;456;Joe Morton;Undirected
33;456;Joe Morton;Undirected
1175;1296;Anthony Hopkins;Undirected
1175;1551;Anthony Hopkins;Undirected
1175;1673;Anthony Hopkins;Undirected
1175;1955;Anthony Hopkins;Undirected
1175;1993;Anthony Hopkins;Undirected
1175;312;Anthony Hopkins;Undirected
1175;331;Anthony Hopkins;Undirected
1175;446;Anthony Hopkins;Undirected
1175;450;Anthony Hopkins;Undirected
1175;485;Anthony Hopkins;Undirected
1175;771;Anthony Hopkins;Undirected
1175;870;Anthony Hopkins;Undirected
1296;1551;Anthony Hopkins;Undirected
1296;1673;Anthony Hopkins;Undirected
1296;1955;Anthony Hopkins;Undirected
1296;1993;Anthony Hopkins;Undirected
1296;312;Anthony Hopkins;Undirected
1296;331;Anthony Hopkins;Undirected
1296;446;Anthony Hopkins;Undirected
1296;450;Anthony Hopkins;Undirected
1296;485;Anthony Hopkins;Undirected
1296;771;Anthony Hopkins;Undirected
1296;870;Anthony Hopkins;Undirected
1551;1673;Anthony Hopkins;Undirected
1551;1955;Anthony Hopkins;Undirected
1551;1993;Anthony Hopkins;Undirected
1551;312;Anthony Hopkins;Undirected
1551;331;Anthony Hopkins;Undirected
1551;446;Anthony Hopkins;Undirected
1551;450;Anthony Hopkins;Undirected
1551;485;Anthony Hopkins;Undirected
1551;771;Anthony Hopkins;Undirected
1551;870;Anthony Hopkins;Undirected
1673;1955;Anthony Hopkins;Undirected
1673;1993;Anthony Hopkins;Undirected
1673;312;Anthony Hopkins;Undirected
1673;331;Anthony Hopkins;Undirected
1673;446;Anthony Hopkins;Undirected
1673;450;Anthony Hopkins;Undirected
1673;485;Anthony Hopkins;Undirected
1673;771;Anthony Hopkins;Undirected
1673;870;Anthony Hopkins;Undirected
1955;1993;Anthony Hopkins;Undirected
1955;312;Anthony Hopkins;Undirected
1955;331;Anthony Hopkins;Undirected
1955;446;Anthony Hopkins;Undirected
1955;450;Anthony Hopkins;Undirected
1955;485;Anthony Hopkins;Undirected
1955;771;Anthony Hopkins;Undirected
1955;870;Anthony Hopkins;Undirected
1993;312;Anthony Hopkins;Undirected
1993;331;Anthony Hopkins;Undirected
1993;446;Anthony Hopkins;Undirected
1993;450;Anthony Hopkins;Undirected
1993;485;Anthony Hopkins;Undirected
1993;771;Anthony Hopkins;Undirected
1993;870;Anthony Hopkins;Undirected
312;331;Anthony Hopkins;Undirected
312;446;Anthony Hopkins;Undirected
312;450;Anthony Hopkins;Undirected
312;485;Anthony Hopkins;Undirected
312;771;Anthony Hopkins;Undirected
312;870;Anthony Hopkins;Undirected
331;446;Anthony Hopkins;Undirected
331;450;Anthony Hopkins;Undirected
331;485;Anthony Hopkins;Undirected
331;771;Anthony Hopkins;Undirected
331;870;Anthony Hopkins;Undirected
446;450;Anthony Hopkins;Undirected
446;485;Anthony Hopkins;Undirected
446;771;Anthony Hopkins;Undirected
446;870;Anthony Hopkins;Undirected
450;485;Anthony Hopkins;Undirected
450;771;Anthony Hopkins;Undirected
450;870;Anthony Hopkins;Undirected
485;771;Anthony Hopkins;Undirected
485;870;Anthony Hopkins;Undirected
771;870;Anthony Hopkins;Undirected
1175;1848;Ray Liotta;Undirected
1175;1990;Ray Liotta;Undirected
1175;278;Ray Liotta;Undirected
1848;1990;Ray Liotta;Undirected
1848;278;Ray Liotta;Undirected
1990;278;Ray Liotta;Undirected
1175;705;Francesca Neri;Undirected
1178;1566;Peter Facinelli;Undirected
1178;976;Peter Facinelli;Undirected
1566;976;Peter Facinelli;Undirected
118;2205;Brad Renfro;Undirected
118;657;Brad Renfro;Undirected
118;888;Brad Renfro;Undirected
2205;657;Brad Renfro;Undirected
2205;888;Brad Renfro;Undirected
657;888;Brad Renfro;Undirected
118;1354;Ian McKellen;Undirected
118;2274;Ian McKellen;Undirected
118;2364;Ian McKellen;Undirected
118;463;Ian McKellen;Undirected
118;464;Ian McKellen;Undirected
118;465;Ian McKellen;Undirected
118;586;Ian McKellen;Undirected
118;65;Ian McKellen;Undirected
118;699;Ian McKellen;Undirected
118;983;Ian McKellen;Undirected
1354;2274;Ian McKellen;Undirected
1354;2364;Ian McKellen;Undirected
1354;463;Ian McKellen;Undirected
1354;464;Ian McKellen;Undirected
1354;465;Ian McKellen;Undirected
1354;586;Ian McKellen;Undirected
1354;65;Ian McKellen;Undirected
1354;699;Ian McKellen;Undirected
1354;983;Ian McKellen;Undirected
2274;2364;Ian McKellen;Undirected
2274;463;Ian McKellen;Undirected
2274;464;Ian McKellen;Undirected
2274;465;Ian McKellen;Undirected
2274;586;Ian McKellen;Undirected
2274;65;Ian McKellen;Undirected
2274;699;Ian McKellen;Undirected
2274;983;Ian McKellen;Undirected
2364;463;Ian McKellen;Undirected
2364;464;Ian McKellen;Undirected
2364;465;Ian McKellen;Undirected
2364;586;Ian McKellen;Undirected
2364;65;Ian McKellen;Undirected
2364;699;Ian McKellen;Undirected
2364;983;Ian McKellen;Undirected
463;464;Ian McKellen;Undirected
463;465;Ian McKellen;Undirected
463;586;Ian McKellen;Undirected
463;65;Ian McKellen;Undirected
463;699;Ian McKellen;Undirected
463;983;Ian McKellen;Undirected
464;465;Ian McKellen;Undirected
464;586;Ian McKellen;Undirected
464;65;Ian McKellen;Undirected
464;699;Ian McKellen;Undirected
464;983;Ian McKellen;Undirected
465;586;Ian McKellen;Undirected
465;65;Ian McKellen;Undirected
465;699;Ian McKellen;Undirected
465;983;Ian McKellen;Undirected
586;65;Ian McKellen;Undirected
586;699;Ian McKellen;Undirected
586;983;Ian McKellen;Undirected
65;699;Ian McKellen;Undirected
65;983;Ian McKellen;Undirected
699;983;Ian McKellen;Undirected
1180;1874;Alec Guinness;Undirected
1180;2305;Alec Guinness;Undirected
1180;281;Alec Guinness;Undirected
1180;52;Alec Guinness;Undirected
1180;75;Alec Guinness;Undirected
1180;76;Alec Guinness;Undirected
1180;827;Alec Guinness;Undirected
1180;894;Alec Guinness;Undirected
1874;2305;Alec Guinness;Undirected
1874;281;Alec Guinness;Undirected
1874;52;Alec Guinness;Undirected
1874;75;Alec Guinness;Undirected
1874;76;Alec Guinness;Undirected
1874;827;Alec Guinness;Undirected
1874;894;Alec Guinness;Undirected
2305;281;Alec Guinness;Undirected
2305;52;Alec Guinness;Undirected
2305;75;Alec Guinness;Undirected
2305;76;Alec Guinness;Undirected
2305;827;Alec Guinness;Undirected
2305;894;Alec Guinness;Undirected
281;52;Alec Guinness;Undirected
281;75;Alec Guinness;Undirected
281;76;Alec Guinness;Undirected
281;827;Alec Guinness;Undirected
281;894;Alec Guinness;Undirected
52;75;Alec Guinness;Undirected
52;76;Alec Guinness;Undirected
52;827;Alec Guinness;Undirected
52;894;Alec Guinness;Undirected
75;76;Alec Guinness;Undirected
75;827;Alec Guinness;Undirected
75;894;Alec Guinness;Undirected
76;827;Alec Guinness;Undirected
76;894;Alec Guinness;Undirected
827;894;Alec Guinness;Undirected
1180;2260;Francis L. Sullivan;Undirected
1180;1944;Robert Newton;Undirected
1180;252;Robert Newton;Undirected
1180;734;Robert Newton;Undirected
1944;252;Robert Newton;Undirected
1944;734;Robert Newton;Undirected
252;734;Robert Newton;Undirected
1180;286;Anthony Newley;Undirected
1180;548;Anthony Newley;Undirected
286;548;Anthony Newley;Undirected
1180;1874;Kay Walsh;Undirected
1180;376;Ralph Truman;Undirected
1181;89;Henry B. Walthall;Undirected
1181;969;Henry B. Walthall;Undirected
89;969;Henry B. Walthall;Undirected
1182;1632;George DiCenzo;Undirected
1182;2509;Steve Railsback;Undirected
1184;1224;John C. Reilly;Undirected
1184;2100;John C. Reilly;Undirected
1184;342;John C. Reilly;Undirected
1184;529;John C. Reilly;Undirected
1184;589;John C. Reilly;Undirected
1184;953;John C. Reilly;Undirected
1224;2100;John C. Reilly;Undirected
1224;342;John C. Reilly;Undirected
1224;529;John C. Reilly;Undirected
1224;589;John C. Reilly;Undirected
1224;953;John C. Reilly;Undirected
2100;342;John C. Reilly;Undirected
2100;529;John C. Reilly;Undirected
2100;589;John C. Reilly;Undirected
2100;953;John C. Reilly;Undirected
342;529;John C. Reilly;Undirected
342;589;John C. Reilly;Undirected
342;953;John C. Reilly;Undirected
529;589;John C. Reilly;Undirected
529;953;John C. Reilly;Undirected
589;953;John C. Reilly;Undirected
1185;2314;Fran̤oise Dorl̩ac;Undirected
1185;2144;Jean-Paul Belmondo;Undirected
1187;1319;Ray Winstone;Undirected
1187;1323;Ray Winstone;Undirected
1187;801;Ray Winstone;Undirected
1187;945;Ray Winstone;Undirected
1319;1323;Ray Winstone;Undirected
1319;801;Ray Winstone;Undirected
1319;945;Ray Winstone;Undirected
1323;801;Ray Winstone;Undirected
1323;945;Ray Winstone;Undirected
801;945;Ray Winstone;Undirected
1187;1323;Phil Daniels;Undirected
119;1330;Dustin Hoffman;Undirected
119;1333;Dustin Hoffman;Undirected
119;1343;Dustin Hoffman;Undirected
119;1518;Dustin Hoffman;Undirected
119;1805;Dustin Hoffman;Undirected
119;1939;Dustin Hoffman;Undirected
119;2005;Dustin Hoffman;Undirected
119;2196;Dustin Hoffman;Undirected
119;2388;Dustin Hoffman;Undirected
119;718;Dustin Hoffman;Undirected
119;905;Dustin Hoffman;Undirected
119;950;Dustin Hoffman;Undirected
1330;1333;Dustin Hoffman;Undirected
1330;1343;Dustin Hoffman;Undirected
1330;1518;Dustin Hoffman;Undirected
1330;1805;Dustin Hoffman;Undirected
1330;1939;Dustin Hoffman;Undirected
1330;2005;Dustin Hoffman;Undirected
1330;2196;Dustin Hoffman;Undirected
1330;2388;Dustin Hoffman;Undirected
1330;718;Dustin Hoffman;Undirected
1330;905;Dustin Hoffman;Undirected
1330;950;Dustin Hoffman;Undirected
1333;1343;Dustin Hoffman;Undirected
1333;1518;Dustin Hoffman;Undirected
1333;1805;Dustin Hoffman;Undirected
1333;1939;Dustin Hoffman;Undirected
1333;2005;Dustin Hoffman;Undirected
1333;2196;Dustin Hoffman;Undirected
1333;2388;Dustin Hoffman;Undirected
1333;718;Dustin Hoffman;Undirected
1333;905;Dustin Hoffman;Undirected
1333;950;Dustin Hoffman;Undirected
1343;1518;Dustin Hoffman;Undirected
1343;1805;Dustin Hoffman;Undirected
1343;1939;Dustin Hoffman;Undirected
1343;2005;Dustin Hoffman;Undirected
1343;2196;Dustin Hoffman;Undirected
1343;2388;Dustin Hoffman;Undirected
1343;718;Dustin Hoffman;Undirected
1343;905;Dustin Hoffman;Undirected
1343;950;Dustin Hoffman;Undirected
1518;1805;Dustin Hoffman;Undirected
1518;1939;Dustin Hoffman;Undirected
1518;2005;Dustin Hoffman;Undirected
1518;2196;Dustin Hoffman;Undirected
1518;2388;Dustin Hoffman;Undirected
1518;718;Dustin Hoffman;Undirected
1518;905;Dustin Hoffman;Undirected
1518;950;Dustin Hoffman;Undirected
1805;1939;Dustin Hoffman;Undirected
1805;2005;Dustin Hoffman;Undirected
1805;2196;Dustin Hoffman;Undirected
1805;2388;Dustin Hoffman;Undirected
1805;718;Dustin Hoffman;Undirected
1805;905;Dustin Hoffman;Undirected
1805;950;Dustin Hoffman;Undirected
1939;2005;Dustin Hoffman;Undirected
1939;2196;Dustin Hoffman;Undirected
1939;2388;Dustin Hoffman;Undirected
1939;718;Dustin Hoffman;Undirected
1939;905;Dustin Hoffman;Undirected
1939;950;Dustin Hoffman;Undirected
2005;2196;Dustin Hoffman;Undirected
2005;2388;Dustin Hoffman;Undirected
2005;718;Dustin Hoffman;Undirected
2005;905;Dustin Hoffman;Undirected
2005;950;Dustin Hoffman;Undirected
2196;2388;Dustin Hoffman;Undirected
2196;718;Dustin Hoffman;Undirected
2196;905;Dustin Hoffman;Undirected
2196;950;Dustin Hoffman;Undirected
2388;718;Dustin Hoffman;Undirected
2388;905;Dustin Hoffman;Undirected
2388;950;Dustin Hoffman;Undirected
718;905;Dustin Hoffman;Undirected
718;950;Dustin Hoffman;Undirected
905;950;Dustin Hoffman;Undirected
119;802;Valerie Perrine;Undirected
1190;2004;Patrick Macnee;Undirected
1190;510;Patrick Macnee;Undirected
2004;510;Patrick Macnee;Undirected
1190;1448;Sean Connery;Undirected
1190;1778;Sean Connery;Undirected
1190;2237;Sean Connery;Undirected
1190;32;Sean Connery;Undirected
1190;361;Sean Connery;Undirected
1190;654;Sean Connery;Undirected
1190;660;Sean Connery;Undirected
1190;679;Sean Connery;Undirected
1448;1778;Sean Connery;Undirected
1448;2237;Sean Connery;Undirected
1448;32;Sean Connery;Undirected
1448;361;Sean Connery;Undirected
1448;654;Sean Connery;Undirected
1448;660;Sean Connery;Undirected
1448;679;Sean Connery;Undirected
1778;2237;Sean Connery;Undirected
1778;32;Sean Connery;Undirected
1778;361;Sean Connery;Undirected
1778;654;Sean Connery;Undirected
1778;660;Sean Connery;Undirected
1778;679;Sean Connery;Undirected
2237;32;Sean Connery;Undirected
2237;361;Sean Connery;Undirected
2237;654;Sean Connery;Undirected
2237;660;Sean Connery;Undirected
2237;679;Sean Connery;Undirected
32;361;Sean Connery;Undirected
32;654;Sean Connery;Undirected
32;660;Sean Connery;Undirected
32;679;Sean Connery;Undirected
361;654;Sean Connery;Undirected
361;660;Sean Connery;Undirected
361;679;Sean Connery;Undirected
654;660;Sean Connery;Undirected
654;679;Sean Connery;Undirected
660;679;Sean Connery;Undirected
1190;122;Ralph Fiennes;Undirected
1190;1239;Ralph Fiennes;Undirected
1190;1246;Ralph Fiennes;Undirected
1190;1296;Ralph Fiennes;Undirected
1190;1526;Ralph Fiennes;Undirected
1190;2235;Ralph Fiennes;Undirected
1190;300;Ralph Fiennes;Undirected
122;1239;Ralph Fiennes;Undirected
122;1246;Ralph Fiennes;Undirected
122;1296;Ralph Fiennes;Undirected
122;1526;Ralph Fiennes;Undirected
122;2235;Ralph Fiennes;Undirected
122;300;Ralph Fiennes;Undirected
1239;1246;Ralph Fiennes;Undirected
1239;1296;Ralph Fiennes;Undirected
1239;1526;Ralph Fiennes;Undirected
1239;2235;Ralph Fiennes;Undirected
1239;300;Ralph Fiennes;Undirected
1246;1296;Ralph Fiennes;Undirected
1246;1526;Ralph Fiennes;Undirected
1246;2235;Ralph Fiennes;Undirected
1246;300;Ralph Fiennes;Undirected
1296;1526;Ralph Fiennes;Undirected
1296;2235;Ralph Fiennes;Undirected
1296;300;Ralph Fiennes;Undirected
1526;2235;Ralph Fiennes;Undirected
1526;300;Ralph Fiennes;Undirected
2235;300;Ralph Fiennes;Undirected
1190;1574;Eddie Izzard;Undirected
1190;1593;Eddie Izzard;Undirected
1190;1808;Eddie Izzard;Undirected
1574;1593;Eddie Izzard;Undirected
1574;1808;Eddie Izzard;Undirected
1593;1808;Eddie Izzard;Undirected
1190;1316;Jim Broadbent;Undirected
1190;1501;Jim Broadbent;Undirected
1190;1549;Jim Broadbent;Undirected
1190;1978;Jim Broadbent;Undirected
1190;2181;Jim Broadbent;Undirected
1190;2399;Jim Broadbent;Undirected
1190;344;Jim Broadbent;Undirected
1190;502;Jim Broadbent;Undirected
1190;586;Jim Broadbent;Undirected
1190;857;Jim Broadbent;Undirected
1316;1501;Jim Broadbent;Undirected
1316;1549;Jim Broadbent;Undirected
1316;1978;Jim Broadbent;Undirected
1316;2181;Jim Broadbent;Undirected
1316;2399;Jim Broadbent;Undirected
1316;344;Jim Broadbent;Undirected
1316;502;Jim Broadbent;Undirected
1316;586;Jim Broadbent;Undirected
1316;857;Jim Broadbent;Undirected
1501;1549;Jim Broadbent;Undirected
1501;1978;Jim Broadbent;Undirected
1501;2181;Jim Broadbent;Undirected
1501;2399;Jim Broadbent;Undirected
1501;344;Jim Broadbent;Undirected
1501;502;Jim Broadbent;Undirected
1501;586;Jim Broadbent;Undirected
1501;857;Jim Broadbent;Undirected
1549;1978;Jim Broadbent;Undirected
1549;2181;Jim Broadbent;Undirected
1549;2399;Jim Broadbent;Undirected
1549;344;Jim Broadbent;Undirected
1549;502;Jim Broadbent;Undirected
1549;586;Jim Broadbent;Undirected
1549;857;Jim Broadbent;Undirected
1978;2181;Jim Broadbent;Undirected
1978;2399;Jim Broadbent;Undirected
1978;344;Jim Broadbent;Undirected
1978;502;Jim Broadbent;Undirected
1978;586;Jim Broadbent;Undirected
1978;857;Jim Broadbent;Undirected
2181;2399;Jim Broadbent;Undirected
2181;344;Jim Broadbent;Undirected
2181;502;Jim Broadbent;Undirected
2181;586;Jim Broadbent;Undirected
2181;857;Jim Broadbent;Undirected
2399;344;Jim Broadbent;Undirected
2399;502;Jim Broadbent;Undirected
2399;586;Jim Broadbent;Undirected
2399;857;Jim Broadbent;Undirected
344;502;Jim Broadbent;Undirected
344;586;Jim Broadbent;Undirected
344;857;Jim Broadbent;Undirected
502;586;Jim Broadbent;Undirected
502;857;Jim Broadbent;Undirected
586;857;Jim Broadbent;Undirected
1190;1236;Fiona Shaw;Undirected
1190;1237;Fiona Shaw;Undirected
1190;1238;Fiona Shaw;Undirected
1190;1246;Fiona Shaw;Undirected
1190;547;Fiona Shaw;Undirected
1236;1237;Fiona Shaw;Undirected
1236;1238;Fiona Shaw;Undirected
1236;1246;Fiona Shaw;Undirected
1236;547;Fiona Shaw;Undirected
1237;1238;Fiona Shaw;Undirected
1237;1246;Fiona Shaw;Undirected
1237;547;Fiona Shaw;Undirected
1238;1246;Fiona Shaw;Undirected
1238;547;Fiona Shaw;Undirected
1246;547;Fiona Shaw;Undirected
1190;1308;Uma Thurman;Undirected
1190;1697;Uma Thurman;Undirected
