id;Label;
30461;Karen Black;
30462;Harry Belafonte;
30463;Romy Schneider;
30465;Clifton Webb;
30467;Richard Todd;
30468;Will Smith;
30472;Anouk AimÃ©e;
30473;Christy Carlson Romano;
30474;Jacobo Morales;
30475;Ken Norton;
30479;Jean-Louis Trintignant;
30480;IrÃ¨ne Jacob;
30481;Mary Steenburgen;
30482;Cab Calloway;
30484;Julie Delpy;
30485;Laurence Fishburne;
30487;Ian Carmichael;
30490;Fanny Ardant;
30493;Louis Calhern;
30496;Gavin Rossdale;
30497;Prunella Scales;
30498;Samuel West;
30500;Richard Briers;
30501;Robert Florey;
30502;Burl Ives;
30503;Chris Barrie;
30504;Cuba Gooding; Jr.
30507;Rachel Weisz;
30508;Dale Earnhardt; Jr.
30510;Rupert Grint;
30511;Julian Beck;
30515;George Carlin;
30516;George Clooney;
30517;Bill Cosby;
30518;Dana Andrews;
30519;Stanley Holloway;
30526;Jacqueline Bisset;
30527;River Phoenix;
30531;Rosamund Pike;
30532;Edward Norton;
30534;Phoebe Cates;
30535;Milla Jovovich;
30536;Ben Affleck;
30537;Dirk Bogarde;
30538;Peter Cushing;
30539;Richard Dreyfuss;
30540;Billy Boyd;
30541;Alex D. Linz;
30542;Zena Grey;
30543;Michelle Forbes;
30545;Mark Hamill;
30546;Cate Blanchett;
30547;Adam Lamberg;
30548;Lisa Bonet;
30549;Will Rogers;
30550;Andy Devine;
30551;Kim Hunter;
30553;Kyla Pratt;
30554;Emma Thompson;
30558;Cynthia Nixon;
30559;Robert Duvall;
30562;Ernest Borgnine;
30563;Rock Hudson;
30565;Laurence Harvey;
30566;Trevor Howard;
30567;Maximilian Schell;
30568;Stuart Whitman;
30569;Elsa Lanchester;
3057;Jean Champion;
30570;Marcello Mastroianni;
30571;Oskar Werner;
30572;Alan Arkin;
30573;Cliff Robertson;
30574;Alan Bates;
30575;Ron Moody;
30576;Melvyn Douglas;
30580;Chuck Norris;
30581;Lauryn Hill;
30584;Glenda Jackson;
30587;Ralph Richardson;
30588;Aamir Khan;
30589;Janeane Garofalo;
30590;Harry Dean Stanton;
30591;Tobey Maguire;
30592;Dandy Nichols;
30594;Bonnie Hunt;
30595;John Bonham;
30597;Julie Christie;
30598;Tom Courtenay;
30599;John Le Mesurier;
3060;Lori Cardille;
30600;Valerie Hobson;
30602;Paul Winfield;
30603;Art Carney;
30604;James Whitmore;
30605;Giancarlo Giannini;
30606;Roddy McDowall;
30607;Michael Gambon;
30609;Elijah Wood;
3061;Terry Alexander;
30610;Bernard Hill;
30612;Ethan Hawke;
30613;Michael Hordern;
30614;Bob Hoskins;
30615;Roy Scheider;
30616;Leopold Stokowski;
30617;John Hurt;
30622;Angela Lansbury;
30626;Isaac Hayes;
30628;Regis Philbin;
30629;Kelly Ripa;
30630;David Hasselhoff;
30635;Al Sharpton;
30636;Brittany Murphy;
30638;Matt Damon;
30640;Frankie Muniz;
30642;Robert Hardy;
30645;Pat Boone;
30646;Anthony Perkins;
30648;Gladys Cooper;
30650;Sal Mineo;
30652;Christopher Walken;
30654;John Gielgud;
30655;SiÃ¢n Phillips;
30656;Peter Ustinov;
30657;Derek Jacobi;
30658;Kris Kristofferson;
30663;Denholm Elliott;
30666;Ben Kingsley;
30667;Tom Conti;
30668;Tom Hulce;
30669;Sam Waterston;
30670;William Hurt;
30672;James Garner;
30673;Dexter Gordon;
30675;James Woods;
30681;O. J. Simpson;
30683;Julie Walters;
30684;Emmanuelle BÃ©art;
30685;Neil Innes;
30688;Vincent Schiavelli;
30693;Dwight Yoakam;
30695;Randy Travis;
30696;Lisa Kudrow;
30697;David Schwimmer;
30698;Colin Firth;
30699;Dennis Price;
30700;Heather Graham;
30705;John Cale;
30706;Sarah Miles;
30707;Hugh Grant;
30708;Simon Callow;
30710;Peter Finch;
30711;Hugo Weaving;
30712;Hedy Lamarr;
30713;Edward James Olmos;
30714;Daniel Day-Lewis;
30715;Jeremy Irons;
30717;Sam Shepard;
30719;Robert Downey Jr.;
30720;Richard Crenna;
30721;Stephen Rea;
30722;Leelee Sobieski;
30723;Ian Holm;
30724;Ethel Waters;
30725;Chris Rock;
30726;Geoffrey Rush;
30727;Ralph Fiennes;
30728;Woody Harrelson;
30729;Peter Fonda;
3073;Jay O. Sanders;
30730;Richard Farnsworth;
30731;Javier Bardem;
30732;Ed Harris;
30733;Tom Wilkinson;
30737;Gloria Swanson;
3074;Alan Hewitt;
30740;Jeanne Eagels;
30742;Edward Hardwicke;
30743;Sienna Guillory;
30744;Harold Lloyd;
30748;Cedric Hardwicke;
30749;Nell Carter;
30752;Edward G. Robinson;
30753;Penelope Wilton;
30754;Roger Moore;
30756;Heather Locklear;
30760;John Malkovich;
30761;Michael Rennie;
30764;Tom Green;
30767;Julie Newmar;
30768;Buster Crabbe;
30769;Eric Bana;
30779;Zeppo Marx;
30780;Marie Dressler;
30782;Ann Harding;
30783;Helen Hayes;
30784;May Robson;
30786;John Rhys-Davies;
30789;Miriam Hopkins;
30791;Guy Pearce;
30794;Burt Reynolds;
30795;Ray Bolger;
30800;Joaquin Phoenix;
30801;Colm Meaney;
30804;Lana Turner;
30806;Matt Frewer;
30807;Traci Lords;
30810;Buddy Ebsen;
30812;Will Ferrell;
30813;G. Gordon Liddy;
30817;Annie Potts;
30821;Steve Buscemi;
30824;Pierce Brosnan;
30830;Luise Rainer;
30832;Fay Bainter;
30833;Margaret Sullavan;
30834;Joan Fontaine;
30835;Martha Scott;
30836;Rosalind Russell;
30837;Teresa Wright;
30838;Lorne Greene;
30840;Gene Tierney;
30841;Pete Postlethwaite;
30845;Lee Remick;
30848;Alec Baldwin;
30849;Daniel Baldwin;
30850;Stephen Baldwin;
30851;William Baldwin;
30855;Marlee Matlin;
30856;Kathleen Turner;
30857;Chris Tucker;
30858;Mark Hoppus;
30860;June Havoc;
30862;Steve Jones;
30863;Jane Wyman;
30864;Loretta Young;
30866;Susan Hayward;
30867;Dorothy McGuire;
30868;Jeanne Crain;
30869;Amy Stiller;
30872;Sam De Grasse;
30875;Edward Everett Horton;
30877;June Foray;
30879;Michael J. Pollard;
30884;Ellen Burstyn;
30887;Omarion;
30889;Judy Holliday;
30890;Anne Baxter;
30892;Shelley Winters;
30893;Shirley Booth;
30894;Julie Harris;
30897;Maggie McNamara;
30898;Dorothy Dandridge;
30899;Demi Moore;
309;Richard Cromwell;
30900;Louise Brooks;
30901;Tim Allen;
30903;Ruby Keeler;
30905;Alice Brady;
30909;Omar Sharif;
30911;Carroll Baker;
30913;Roy Jones Jr.;
30915;Jason Marsden;
30916;Jackie Coogan;
30920;Horst Buchholz;
30922;Joe Pantoliano;
30925;Jean Simmons;
30926;Joanne Woodward;
30927;Melina Mercouri;
30929;Sammy Davis; Jr.
30936;Spalding Gray;
30938;Lynne Thigpen;
30941;Lillian Gish;
30942;Petula Clark;
30943;Stan Brakhage;
30947;Malcolm McDowell;
30948;Lyman Ward;
30951;Matthew Broderick;
30952;Bernadette Peters;
30954;Ãric Cantona;
30957;Paul Bettany;
30958;Adrien Brody;
30959;Sam Neill;
30960;Charles Barkley;
30968;Mia Farrow;
30969;Annette Crosbie;
30970;Tim Kazurinsky;
30972;Agnes Moorehead;
30973;Diane Keaton;
30974;Sid Caesar;
30975;Capucine;
30980;Alan Cumming;
30984;Amanda Bynes;
30985;Fairuza Balk;
30988;RenÃ©e Zellweger;
30989;Michael Jeter;
30990;Kim Basinger;
30991;Sean Gullette;
30992;Kevin Murphy;
30993;Nick Cannon;
30994;Leslie Cheung;
30997;Dick Powell;
30998;June Allyson;
30999;Toyah Willcox;
31;Sam Phillips;
310;J. Eddie Peck;
31000;Richie Havens;
31004;Colin Farrell;
31005;Piper Laurie;
31007;Anne Bancroft;
31011;Freddie Jones;
31012;Brandon Lee;
31013;Charles Bronson;
31014;Barry Bostwick;
31015;Priscilla Presley;
31017;Reba McEntire;
31020;Patricia Neal;
31023;Bette Midler;
31025;Cheeta;
31026;Grand Wizard Theodore;
31027;Debbie Harry;
31029;Edie Falco;
31032;Klaus Kinski;
31033;Casey Kasem;
31034;W. C. Fields;
31036;Morey Amsterdam;
31043;Ricky Schroder;
31045;Macaulay Culkin;
31047;Gary Oldman;
31048;Willem Dafoe;
31049;Tony Leung Chiu Wai;
31050;James Marsters;
31052;Emma Caulfield;
31054;Samantha Eggar;
31057;Lynn Redgrave;
31061;Josephine Hull;
31063;Antonin Artaud;
31064;Terence Stamp;
31067;Miles Malleson;
31068;Eva Marie Saint;
31073;Ted Danson;
31074;Patricia Hitchcock;
31075;Susannah York;
31076;Dyan Cannon;
31078;Minnie Driver;
31079;Geena Davis;
31080;Joan Cusack;
31081;Edith Evans;
31082;Christina Ricci;
31083;Jane Alexander;
31084;Ali MacGraw;
31086;Vincent Gallo;
31087;Rob Schneider;
31090;Dan Marino;
31093;Kate Hudson;
31095;Marisa Tomei;
31096;ChloÃ« Sevigny;
31097;Takeshi Kitano;
31098;Amber Benson;
31099;Luke Perry;
31101;Kurt Russell;
31105;Kevin Kline;
31106;Paul Le Mat;
31111;Rob Lowe;
31115;John Cusack;
31116;Janet Suzman;
31119;Jonathan Winters;
31120;Claire Danes;
31123;Cicely Tyson;
31124;Marsha Mason;
31126;Diahann Carroll;
31129;Valerie Perrine;
31130;Gena Rowlands;
31131;Louise Fletcher;
31132;Ann-Margret;
31133;Marie-Christine Barrault;
31134;Talia Shire;
31135;Carol Channing;
31136;Jill Clayburgh;
31138;Dorothy Lamour;
31139;Sam Wanamaker;
3114;Dolly Sharp;
31140;Charles Grodin;
31141;Bill Pullman;
31142;Rene Russo;
31143;Olivia Hussey;
31145;Robert Stack;
3115;Pascal Benezech;
31151;Ray Romano;
31152;Robert Vaughn;
31154;Christina Applegate;
31156;Douglas Fairbanks;
31157;Douglas Fairbanks; Jr.
31158;Tallulah Bankhead;
3116;Marie-Laure Dougnac;
31161;Janet Leigh;
31162;Helen Mirren;
31164;Richard Pryor;
31167;Fran Brill;
31168;Leon Lai;
3117;Jean-Claude Dreyfus;
31175;Claude Lanzmann;
31178;Debra Monk;
31182;Chris Isaak;
31184;Gabriel Byrne;
31185;Claudia Cardinale;
31186;Anjelica Huston;
31187;Fiona Shaw;
31188;Michael Keaton;
31189;Jonny Lee Miller;
31192;Jon Stewart;
31193;Jada Pinkett Smith;
31194;Farrah Fawcett;
31196;Eliza Dushku;
31197;Jim Garrison;
31198;C. Thomas Howell;
31201;Pamela Sue Martin;
31203;Jennifer Garner;
31209;Bill Kerr;
31210;Judy Davis;
31214;Diane Ladd;
31216;Leo Carrillo;
31218;Anthony Michael Hall;
31220;Sally Field;
31221;Jerry Stiller;
31222;Anne Meara;
31224;Linus Roache;
31228;Terry-Thomas;
31229;Annie Lennox;
31232;Sylvester McCoy;
31233;George Plimpton;
31236;Rebecca Romijn;
31238;Debra Winger;
31240;Ed Wynn;
31241;Roshan Seth;
31242;Amrish Puri;
31243;Jim Backus;
31245;Ray Walston;
31246;Lara Flynn Boyle;
31247;Trevor Goddard;
31249;Julianne Moore;
31250;Richard Basehart;
31251;Sydney Greenstreet;
31252;Joan Blondell;
31253;Geraint Wyn Davies;
31255;Josh Hartnett;
31256;Paul Walker;
31259;Carrie-Anne Moss;
31262;Polly Bergen;
31264;Vincent Cassel;
31266;Holly Hunter;
31267;Sally Kirkland;
31268;Ryan Phillippe;
31269;Hume Cronyn;
31271;Dash Mihok;
31272;Dominic Monaghan;
31274;Tommy Lee Jones;
31275;James MacArthur;
31276;Megumi Hayashibara;
31277;Corey Haim;
31278;Red Skelton;
31280;Gina Gershon;
31283;Melanie Chartoff;
31286;Keira Knightley;
31288;Anna Karina;
31289;Ricki Lake;
31291;Lenny Clarke;
31293;Billy Connolly;
31295;Arthur Lowe;
31302;Albert Hall;
31303;ZaSu Pitts;
31304;Rachel True;
31306;Rosalind Chao;
31307;Robin Tunney;
31309;George Reeves;
31310;Jackie Earle Haley;
31311;Jim Varney;
31312;Buddy Hackett;
31315;Christopher Lloyd;
31322;Rose McGowan;
31324;Christian Kane;
31325;Christian Slater;
31327;Selma Blair;
31329;Martin Landau;
31330;Lauren Bacall;
31331;Ahmed Best;
31332;Kim Novak;
31333;Ione Skye;
31336;Mary Elizabeth Mastrantonio;
31340;R. Lee Ermey;
31348;Ben Stein;
31355;Lena Horne;
31359;Telly Savalas;
31360;Shashi Kapoor;
31362;Armin Shimerman;
31364;Caitlin Wachs;
31368;Chloe Webb;
31371;John Sessions;
31372;Steve Coogan;
31375;Eric Bogosian;
31379;John Goodman;
31380;Jena Malone;
31386;Tim Robbins;
31388;Tim Conway;
31389;Don Knotts;
31394;Jim Broadbent;
31397;Nathan Lane;
31400;John Ritter;
31402;Rebecca Pidgeon;
31405;Scott Baio;
31407;Lloyd Bridges;
31408;Ashton Kutcher;
31409;Frances McDormand;
31410;Kim Cattrall;
31414;Mike Judge;
31417;Fred Willard;
31419;Anna Paquin;
31420;Jenny Agutter;
31421;Monica Bellucci;
31423;Heidi Klum;
31426;Portia de Rossi;
31427;Courtney Thorne-Smith;
31429;Anna Friel;
31430;Elle Macpherson;
31431;Catherine McCormack;
31432;Haley Joel Osment;
31438;Illeana Douglas;
31439;Tom Felton;
3144;Claudia Drake;
31440;Jennifer Love Hewitt;
31441;Janusz Gajos;
31445;Mira Sorvino;
31449;Tom Selleck;
3145;Edmund MacDonald;
31450;Joe Pesci;
31451;Harold Ramis;
31452;Anna Faris;
31453;Kate Beckinsale;
31454;Michael Sheen;
31457;Charlie Sheen;
31458;Adam West;
31460;Elizabeth Hurley;
31463;Kelly Preston;
31464;Walter Koenig;
31469;Jennifer Beals;
31473;Richard Mulligan;
31475;Kristanna Loken;
31477;Tippi Hedren;
31486;Morena Baccarin;
31488;Jeff Gordon;
31491;Mischa Barton;
31495;Jennifer Jason Leigh;
31496;Jane Krakowski;
31500;Gina Lollobrigida;
31501;Benicio del Toro;
31502;Gregory Hines;
31503;Jean Harlow;
31505;Owen Wilson;
31506;Erich von Stroheim;
31507;Takashi Shimura;
31508;Faye Wong;
31511;Kelly McGillis;
31512;Bernard Landry;
31513;Angelyne;
31516;Irene Cara;
31517;Danny Aiello;
31519;Jude Law;
31520;Steven Berkoff;
31521;Lucy Lawless;
31522;John Astin;
31523;Andrew McCarthy;
31524;Brad Garrett;
31526;Liv Tyler;
31530;Sonny Tufts;
31535;Maaya Sakamoto;
31536;Jake Thomas;
31537;Joan Plowright;
31538;Bruce Dern;
31542;Courteney Cox;
31543;Matt LeBlanc;
31544;Laurie Metcalf;
31546;Susan Egan;
31547;Jessie Royce Landis;
31548;Richard Berry;
31549;Kurtwood Smith;
3155;Velda Bontrager;
31551;Kiefer Sutherland;
31552;Hulk Hogan;
31554;Andrew Robinson;
31559;Laurie Holden;
3156;Joann Hochstetler;
31560;Wyclef Jean;
31564;Hugh Jackman;
31565;Alexander Siddig;
31566;Everlyn Sampi;
31567;Sue Lyon;
31568;Fran Drescher;
31569;Wendy Craig;
3157;Emma Miller {documentary actor);
31574;Triple H;
31575;Michael Dorn;
3158;Faron Yoder;
31581;Bill Paxton;
31582;George Murphy;
31583;Claude Jade;
31589;Geraldine Farrar;
3159;Gerald Yutzy;
31593;Diane Lane;
31595;Michelle Rodriguez;
31596;Jean-Pierre LÃ©aud;
31597;Richard E. Grant;
31604;Dennis Miller;
31605;John Turturro;
31608;Bebe Neuwirth;
31610;Lon Chaney; Sr.
31611;Ornella Muti;
31613;Curd JÃ¼rgens;
31620;Phil Silvers;
31621;Brigitte Helm;
31622;Ge You;
31624;TÃ©a Leoni;
31625;Carrot Top;
31627;Noah Wyle;
31629;Glen Jacobs;
31632;Jason Robards;
31633;Benjamin Bratt;
31635;Candice Bergen;
31636;Barbara Bach;
31637;Gert FrÃ¶be;
31640;Bob Flanagan;
31641;George Cole;
31643;Carrie Fisher;
31644;Dennis Quaid;
31645;Douglas Rain;
31647;Martin Short;
31649;Marcel Ophuls;
31650;Tara Strong;
31651;Jodi Benson;
31652;Anthony Kiedis;
31653;Jon Favreau;
31654;Tommy Chong;
31656;Reagan Gomez-Preston;
31662;Anton Walbrook;
31663;Thelma Ritter;
31666;David Ogden Stiers;
31667;Daveigh Chase;
31668;Jason Flemyng;
31671;MÃ½a;
31673;Robert Morley;
31676;John Bindon;
31677;Keith Coogan;
31679;Jean Marais;
31681;Richard Chamberlain;
31683;Rupert Everett;
31685;Anne Heche;
31690;Anita Mui;
31696;John Houseman;
31700;Billy Zane;
31702;Larry Hagman;
31704;Cyril Cusack;
31707;Margaret Colin;
31708;Randy Quaid;
31709;Sara Montiel;
31718;Kirstie Alley;
31719;Tony Dorsett;
3172;Fritz Rasp;
31722;Robert Carlyle;
31723;Rosanna Arquette;
31724;Stephen Collins;
31725;Oliver Reed;
31727;Marc Anthony;
31731;Christian Bale;
31732;Keir Dullea;
31735;Katie Couric;
31737;Howard Cosell;
31738;Bill Fagerbakke;
31745;Elizabeth McGovern;
31747;John Paul Pitoc;
31748;Elizabeth Perkins;
31750;Claire Forlani;
31753;Rachael Leigh Cook;
31755;Peta Wilson;
31757;Naomi Watts;
31758;Edna Purviance;
31759;Burgess Meredith;
31760;Robert Helpmann;
31763;Meagan Good;
31767;Madeleine Stowe;
31768;Danny Trejo;
31769;Veronica Lake;
31772;Sean Pertwee;
31773;Sadie Frost;
31775;James Fox;
31776;Eldon Hoke;
31777;Daryl Hannah;
31778;Hedy Burress;
31779;Artie Lange;
31780;Dave Chappelle;
31781;Charley Chase;
31783;Apollonia Kotero;
31784;Mena Suvari;
31785;Anne Archer;
31786;Paul Reiser;
31787;Keye Luke;
31788;Silvana Mangano;
31789;Lena Olin;
31790;Victor Garber;
31792;Karl Malden;
31798;Audrey Tautou;
31799;Clea DuVall;
31800;Ricky Jay;
31803;Christopher Plummer;
31805;Bridget Fonda;
31808;Jessica Alba;
31810;Bruce Greenwood;
31812;Corey Burton;
31813;Andy GarcÃ­a;
31815;Harry Blackmun;
31818;John Lithgow;
31823;Phyllis Diller;
31827;Jaye Davidson;
31828;Juliet Landau;
31829;Joan Chen;
31833;Bronson Pinchot;
31835;Anita Pallenberg;
31836;RaÃºl JuliÃ¡;
31838;Penn Jillette;
31839;Jeff Goldblum;
3184;Theodor Loos;
31842;Melvin Van Peebles;
31844;Debra Messing;
31847;Blair Brown;
31849;Rue McClanahan;
31850;Adrienne Barbeau;
31851;Emilio Estevez;
31853;James Gandolfini;
31858;Mildred Davis;
31860;Bebe Daniels;
31861;James Brolin;
31862;John Bird;
31863;Shahrukh Khan;
31864;Justin Pierce;
31866;Rani Mukerji;
31869;Manisha Koirala;
31873;Marie-France Pisier;
31874;Daniel Ceccaldi;
31875;John Forsythe;
31876;Rocco Siffredi;
31881;Tom Robbins;
31882;Olympia Dukakis;
31883;Julianna Margulies;
31887;Paulette Goddard;
31896;Sofia Coppola;
31899;Doris Roberts;
3190;Wulf Kessler;
31901;Claire Trevor;
31906;Sandra Oh;
31908;Toni Collette;
31910;George Takei;
31913;Rik Mayall;
31915;Betty Buckley;
31917;Katharine Isabelle;
31918;Emily Perkins;
31919;Matt Stone;
31920;Trey Parker;
31921;Melissa George;
31922;Ron Rifkin;
31923;Michael Vartan;
31925;Carl Lumbly;
31930;Hedda Hopper;
31931;Mandy Moore;
31932;Michael Martin;
31937;Peter Lawford;
31940;Danny Glover;
31942;Penny Singleton;
31944;Naomie Harris;
31952;Johnny Knoxville;
31954;Chang Chen;
31956;Gene Anthony Ray;
31958;Jonathan Brandis;
31961;Mimi Rogers;
31965;Linda Blair;
31970;Laura Linney;
31971;Anthony Edwards;
31973;Ursula Andress;
31974;Scarlett Johansson;
31980;Michelle Reis;
31982;Elizabeth Daily;
31983;Mojo Nixon;
31984;Alexis Bledel;
31985;Michael Ironside;
31989;Magda Szubanski;
31993;Paul Cook;
31995;John Carradine;
31997;Tom Berenger;
31998;Rachel Ward;
320;Paige O'Hara;
32002;Dan Butler;
32003;Michel Piccoli;
32005;Margaret Livingston;
32007;Thurl Ravenscroft;
32008;Edward Herrmann;
32009;Ethel Barrymore;
32010;Strother Martin;
32015;Tim Roth;
32018;Robert Iler;
32022;Jean Louisa Kelly;
32025;Marcia Gay Harden;
32028;Anna Chlumsky;
32030;Judd Nelson;
32031;Brendan Fraser;
32036;David Hemmings;
32040;Cesar Romero;
32041;Patrick McGoohan;
32042;Karin Dor;
32044;Julian McMahon;
32046;John DiMaggio;
32049;Markie Post;
32050;Jimmy Smits;
32051;Britt Ekland;
32052;Leon Askin;
32054;Sonny Landham;
32059;Carl Weathers;
32061;Donna Reed;
32063;Heath Ledger;
32072;William H. Macy;
32073;Edward Mulhare;
32074;Maggie Gyllenhaal;
32076;Danny John-Jules;
32077;Crispin Glover;
32079;Eric Roberts;
32082;Jeri Ryan;
32083;Howard Jarvis;
32087;Kenneth More;
32088;Patricia Arquette;
32090;Mila Kunis;
32092;Lori Loughlin;
32093;Ioan Gruffudd;
32094;Andy Serkis;
32095;Kajol;
32097;James Cromwell;
32103;Henry Winkler;
32105;Rachel Miner;
32107;Kath Soucie;
32108;Karl Urban;
32113;Jean-Pierre Aumont;
32114;Amy Sedaris;
32115;Jean Stapleton;
32116;Sally Struthers;
32121;Jeffrey Hunter;
32123;Roger Miller;
32126;Jeremy Sumpter;
32127;Jayne Mansfield;
32130;James Caan;
32134;Nicole de Boer;
32135;Tia Carrere;
32137;BenoÃ®t RÃ©gent;
32143;Bert Lahr;
32147;Rita Moreno;
32148;Katherine Heigl;
32149;Marla Sokoloff;
32154;Faith Ford;
32155;Vinnie Jones;
32156;Judd Hirsch;
32157;Gedde Watanabe;
32159;Tom Sizemore;
32162;Nick Adams;
32164;Betty White;
32166;June Tripp;
32167;Vin Diesel;
32168;Sonny Chiba;
32171;Chase Masterson;
32173;David Caruso;
32174;Phil Hendrie;
32175;Jason Isaacs;
32180;Bruce Boxleitner;
32184;Peter Dinklage;
32185;Verne Troyer;
32187;Martin Lawrence;
32191;Tony Shalhoub;
32196;Roy Kinnear;
32200;Keri Russell;
32201;Haing S. Ngor;
32205;Evelyn Keyes;
32208;Sara Gilbert;
32209;Joe Mantegna;
32210;Claudia Christian;
32211;Jeff Conaway;
32212;Peter Jurasik;
32213;Andreas Katsulas;
32214;Stephen Furst;
32215;David Gallagher;
32218;Harry Reems;
32222;Robert Carradine;
32224;Matt Dillon;
32225;Denise Crosby;
32226;Chris Demetral;
32227;Earl Hindman;
32228;Rene Auberjonois;
32232;Hope Lange;
32233;Sally Yeh;
32234;Kareena Kapoor;
32236;Stephen Boyd;
32238;Mikhail Baryshnikov;
32239;Herbert Lom;
32245;Mariska Hargitay;
32251;Gene Wilder;
32252;James Belushi;
32253;Alexander Godunov;
32255;Maura Tierney;
32259;Katherine Helmond;
3226;FrÃ©dÃ©ric AndrÃ©i;
32261;Ludivine Sagnier;
32265;Jason David Frank;
32267;Billy Dee Williams;
32269;Paul Gleason;
3227;Manal Khader;
32274;George Wendt;
32275;Bill Goldberg;
32276;Irene Papas;
32278;Dennis Weaver;
32283;Cree Summer;
32287;Eugene Levy;
32288;Dick Sargent;
32289;Annette Bening;
32292;Tony Randall;
32293;Kelly Slater;
32296;Ann Miller;
32298;Asia Argento;
32300;Jean Kennedy Smith;
32301;Topher Grace;
32309;Frances Farmer;
32313;Victor Mature;
32316;Bruno Ganz;
32318;Miranda Otto;
32322;Lonny Chapman;
32323;Mia Kirshner;
32324;ArsinÃ©e Khanjian;
32325;Dinah Shore;
32328;Don Messick;
32333;Bo Derek;
32334;Cheech Marin;
32341;Kim Coates;
32347;Ingrid Thulin;
32350;Virginia Foxx;
32352;Kathy Najimy;
32365;Thelma Todd;
32366;Jim Brown;
32368;Brad Dourif;
32369;Orson Bean;
32372;Stanley Tucci;
32374;Allison Janney;
32379;Yusuke Iseya;
32380;Ryoko Hirosue;
32383;Ron Livingston;
32384;Piper Perabo;
32388;Alyson Stoner;
32391;Freddie Prinze; Jr.
32392;Franka Potente;
32393;Steven St. Croix;
32397;Linda Darnell;
32398;Philip Proctor;
32399;Christopher Eccleston;
32401;Rhona Mitra;
32402;Gina McKee;
32403;Dick Van Dyke;
32407;Madeline Kahn;
32408;George Sanders;
32409;David Wenham;
3241;Kin Sugai;
32411;Judith Anderson;
32412;Wayne Knight;
32413;Bill Nighy;
32416;Thandie Newton;
32419;Alberta Watson;
32423;Joseph Bologna;
32424;Ken Ogata;
32427;David Hyde Pierce;
3243;Frank McHugh;
32432;Estella Warren;
32435;Margaret Dumont;
32437;Kate Capshaw;
32438;Samantha Morton;
32439;Djimon Hounsou;
32440;Patricia Clarkson;
32441;Margaret Wright;
32442;Michael Biehn;
32449;Bonnie Wright;
32450;Chris Rankin;
32452;Christopher Daniel Barnes;
32455;David Spade;
32459;Yasmine Bleeth;
32461;Mary Kay Bergman;
32463;Peter Boyle;
32466;Susumu Terajima;
32467;Natascha McElhone;
32468;Takuya Kimura;
32475;Pat Hingle;
32478;Emmanuelle Arsan;
32481;Tilda Swinton;
32482;Charlotte Rampling;
32483;Wendy Crewson;
32484;Mickey Hargitay;
32486;Walter Brennan;
32488;Ally Sheedy;
3249;Hidetoshi Nishijima;
32490;John Boorman;
32491;Robert Wagner;
32493;Goran ViÅ¡njiÄ;
32495;John Noble;
325;Nathan Jones;
32501;Cillian Murphy;
32509;Peri Gilpin;
32513;Dave Attell;
32514;Jared Leto;
32515;Martin Freeman;
32517;Robert Patrick;
32520;Juliette Lewis;
32521;Melanie Griffith;
32524;Andrea Martin;
32526;Peter MacNicol;
32527;Maria Schell;
32528;Jason Biggs;
32529;Shohreh Aghdashloo;
3253;Claudia Gerini;
32530;Billie Burke;
32532;Frank Welker;
32535;James Caviezel;
32536;Eartha Kitt;
32537;Annette Vadim;
32542;Christian Campbell;
32543;GeneviÃ¨ve Bujold;
32544;Jack Davenport;
32547;Koji Yakusho;
32549;Nobuko Miyamoto;
32550;Tsutomu Yamazaki;
32553;Sean Bean;
32558;Theodore Bikel;
32559;Danielle Harris;
32560;Linda Hunt;
32566;Harry Morgan;
32567;Warwick Davis;
32568;Patrick Swayze;
32572;Marjorie Main;
32580;Darrell Hammond;
32582;Ward Bond;
32595;Susan Tyrrell;
32596;Sarah McLeod;
32597;Jeanette MacDonald;
32598;Stacy Keach;
32599;Honor Blackman;
32603;Ray Liotta;
32607;Rachel Griffiths;
32609;Eleanor Coppola;
32613;Kay Kendall;
32617;Jon Lovitz;
32618;Jeffrey Combs;
32622;Karen Allen;
32623;Elisabeth Shue;
32625;Mary McDonnell;
32626;Joan Allen;
32628;Jack Haley;
32629;Rip Torn;
32630;Angela Bassett;
32631;Robert Picardo;
32632;Julia Stiles;
32633;Hayden Panettiere;
32639;Lacey Chabert;
32641;Scott Wolf;
32644;Jeremy Northam;
32645;Marcel IureÅ;
32646;Robert Beatty;
32648;Tomokazu Seki;
32649;Robert Pastorelli;
32651;Jan Miner;
32655;Alan Ladd;
32657;Hikaru Midorikawa;
32659;Marie-JosÃ©e Croze;
32661;Kathy Bates;
32662;Steve Harris;
32665;Willie Brown;
32667;Ann Sheridan;
32668;Betty Field;
32669;Abe Vigoda;
32670;Ann Sothern;
32671;Don Ameche;
32673;Charles Rocket;
32674;Edie Sedgwick;
32675;Cloris Leachman;
32676;Emily Watson;
32677;Kristin Scott Thomas;
32679;Floyd Red Crow Westerman;
32680;Michael J. Nelson;
32682;Gretchen Mol;
32683;Kathleen Robertson;
32686;Nigel Bruce;
32687;Brigid Berlin;
32691;Robin Curtis;
32692;Gary Sinise;
32693;Mariel Hemingway;
32694;Kevin Pollak;
32696;Lorraine Bracco;
32699;Dominic Chianese;
32701;Drea de Matteo;
32705;Cedric the Entertainer;
32708;Bernie Mac;
32711;Michael Clarke Duncan;
32712;Craig Kilborn;
32716;Marina Golbahari;
