Jason Lee,1265,285;
Dudley Moore,1266,1462,1902,412;
Valentine Dyall,1266;
Eleanor Bron,1266,1716,561;
Peter Cook,1266,36;
Tony Curtis,1267,2298,424;
Jeanne Moreau,1267,2275,582;
Robert Mitchum,1267,1671,1858,198,2237,2254,443,47,519,562;
Donald Pleasence,1267,1812,1930,2314,265,735,989;
Brandon Crane,1268;
Emily Perkins,1268,1991,807;
Richard Thomas,1268;
Olivia Hussey,1268,287,909,989;
Laura Harris,1268;
Harry Anderson,1268;
Tim Reid,1268;
Annette O'Toole,1268,1825,2498;
John Ritter,1268,1636,2498,724,753,754;
Dennis Christopher,1268;
Jonathan Brandis,1268;
Charlie Sheen,1269,1321,1811,2017,2382,266,319,84;
Neil Flynn,1269;
Rene Russo,1269,1343,1732;
Charles Cyphers,1269,2357,2420,265;
Corbin Bernsen,1269;
Bob Uecker,1269;
James Gammon,1269,294,945;
Dennis Haysbert,1269,2279,53,744;
Chelcie Ross,1269,127,2201,696;
Sharon Stone,127,1290,1417,2196;
Pam Grier,127,1342,2519,693,837;
Steven Seagal,127,128,129;
Henry Silva,127,83,961;
Daniel Faraldo,127;
Kate Nelligan,1270,1812;
James Spader,1270,1413,1454,1534,31,596,825,84;
Michelle Pfeiffer,1270,1662,2279,665,683;
Lauren Hutton,1271,1515;
Heidi Klum,1271;
Sherry Stringfield,1271;
Ellen Albertini Dow,1271,704;
Ryan Phillippe,1271,1973,2085;
Jay Goede,1271;
Neve Campbell,1271,1688,263,320,728,754;
Sela Ward,1271,2322;
Mike Myers,1271,245,365,366,367,618;
Michael York,1271,2046,287,366,367,597,618,892,909,989;
Noam Jenkins,1271;
Skipp Sudduth,1271;
Patrick Taylor,1271;
Mark Ruffalo,1271,1455,1993,2405;
Cameron Mathison,1271;
Robin Williams,1272,1280,145,1521,1549,1670,1765,2101,2234,296,334,445,905,999;
Werner Herzog,1272;
Matt Salinger,1272;
Lucinda Jenney,1272;
Rosalind Chao,1272;
Jessica Brooks Grant,1272;
Josh Paddock,1272;
Natasha Henstridge,1273,1378;
Michael Madsen,1273,1302,2227,716;
Michelle Williams,1273,1393,2366;
Alfred Molina,1273,1990,294,589,821;
Chris Klein,1274,1816;
Jessica Campbell,1274;
Phil Reeves,1274;
Madeleine Stowe,1276,1608,1628,2393;
James Russo,1276;
Mary Stuart Masterson,1276,896;
Dermot Mulroney,1276,543,676;
Nick Chinlund,1276,2266,979;
Harry Carey,1277,206,259,92;
Maureen O'Hara,1277,1920,2448,848;
Daniel Cudmore,1278,2358,699;
Stephen Dorff,1278,1450,1746,1798,964;
Joseph Siravo,1279;
Penelope Ann Miller,1279,1589,446;
John Leguizamo,1279,1346,1521,1628,17,2353,2355,344,532,547,705;
Luis GuzmÃ¡n,1279,2094,2535,589,953;
Sean Penn,1279,1698,1993,342,846,942;
Katherine Heigl,128,1980;
Morris Chestnut,128,1538,1612,2385;
Everett McGill,128,143;
Eric Bogosian,128,1509;
Fran Drescher,1280,2186,549,833;
Diane Lane,1280,1795,1924,2343,446,713,801;
Bill Cosby,1280,2378;
Brian Kerwin,1280;
Mario Yedidia,1280;
Nancy Travis,1281,1300,1493,446;
Kiefer Sutherland,1281,1349,1397,1405,1406,1497,1995,264,626;
Michael Nesmith,1282;
Carol Doda,1282;
Peter Tork,1282;
Davy Jones,1282;
Micky Dolenz,1282;
Sigourney Weaver,1283,551,552,556,753;
Frank Langella,1283,1296,1812;
Kevin Dunn,1283,1811,2023,2468,446,450;
Kimberly Elise,1284,1646;
Thandie Newton,1284,1672,927;
Oprah Winfrey,1284;
Danny Glover,1284,1618,1771,261,517;
Clint Eastwood,1285,1623,2009;
Ronald Lacey,1285,1781;
David A. Huffman,1285;
Warren Clarke,1285;
Freddie Jones,1285,143,1437,1519,630;
Artyom Semakin,1286;
Aleksei Panin,1286;
Igor Petrenko,1286;
Aleksei Kravchenko,1286;
Henry Jaderlund,1287;
Kevin Heffernan,1287;
M. C. Gainey,1287,1659;
Lynda Carter,1287;
Jack Polick,1287;
Jessica Simpson,1287;
Willie Nelson,1287,2017,2221;
Seann William Scott,1287,1557,1988,2344;
David Koechner,1287,1318,2327,618;
Johnny Knoxville,1287,1984;
Mel Blanc,1288,1429,221,2264,235,505,788;
Sara Berner,1288;
Dania Ramirez,1289,2378;
Anna Paquin,1289,1817,2320,364,65,699,870;
Aaron Stanford,1289,2445,699,753;
Edward Norton,1289,1296,1606,1743,1822,451,746,794;
Jaime Pressly,129,681,976;
Nas,129;
Frank Vincent,1290;
Joe Pesci,1290,45,706;
Vinny Vella,1290;
Bill Allison,1290;
Kevin Pollak,1290,1346,1817,2147,2510,302,365,527,959;
Patricio Contreras,1291;
Kathy Walsh,1293;
Susan Strasberg,1293,274;
Peter Fonda,1293,1299,155,2454,452;
Nicole Kidman,1294,1315,1543,1672,1897,2148,2271,2274,344,921,945;
Sam Neill,1294,1334,138,1682,1716,1741,1893,2214,2463,444;
Eric Idle,1295,1883,1963,591,655;
Brad Garrett,1295,1719,785,788,943;
Don Novello,1295,1877,809;
Devon Sawa,1295,488;
Christina Ricci,1295,1668,2134,563,80,904;
Chauncey Leopardi,1295;
Cathy Moriarty,1295,1393;
Ben Stein,1295,2465,266;
Anthony Heald,1296,2289;
Emily Watson,1296,593;
Mary-Louise Parker,1296,1311,1543;
Diane Kruger,1298,1744,756;
Sean Bean,1298,1842,1941,405,463,464,465,593,595,756;
Justin Bartha,1298;
Jason Earles,1298;
Georges Corraface,1299,948;
Robert Carradine,1299,1633,1639,1872,1873,392;
Stacy Keach,1299,2160,737;
A. J. Langer,1299;
Cliff Robertson,1299,1541,1671,1827,1895,2002,2281,2299,274,362,797;
Michelle Forbes,1299;
Valeria Golino,1299,1811,2382,885;
Ed Wood,1040,13;
Lyle Talbot,13;
BÃ©la Lugosi,13,1809;
Jay C. Flippen,130;
June Allyson,130,2075;
Frank Lovejoy,130,1669;
Harry Morgan,130,174,88;
Alex Nicol,130;
James Stewart,130,1726,174,1770,1856,199,234,2432,440,86;
Bruce Bennett,130,2288;
Max Pomeranc,1300;
Ron Perlman,1300,1492,387,551;
Jon Polito,1300,613,79,853;
Jason Flemyng,1301,1334,2514;
Eric Stoltz,1301,1305,1410,1705,2369,77,902;
Tim Roth,1301,1917,77;
Brian McCardie,1301,1810;
Keiko,1302;
Jason James Richter,1302;
Jayne Atkinson,1302,1353,1797;
Francis Capra,1302;
Joan Lunden,1302,1642,355;
August Schellenberg,1302;
Jon Tenney,1302;
Sean Combs,1303,2211;
Halle Berry,1303,1417,1549,1674,522,65,699;
Billy Bob Thornton,1303,2238,2324,613,74;
Austin St. John,1304;
Paul Freeman,1304;
Karan Ashley,1304;
Paul Schrier,1304;
Jason David Frank,1304;
Steve Cardenas,1304;
Nicholas Bell,1304,927;
Amy Jo Johnson,1304;
David Yost,1304;
Jason Narvy,1304;
Jonathan Hyde,1305,2466,645,72;
Kari WÃ¼hrer,1305,1402;
David Strathairn,1306,2132,698;
Lake Bell,1306;
Janeane Garofalo,1308,1378,1719,285,531,992;
Jamie Foxx,1308,1455,1538,1725,2182,456,999;
Ben Chaplin,1308,342;
Raju Sundaram,1309;
Geetha,1309;
S. Ve. Sekar,1309;
Aishwarya Rai,1309;
Prashanth,1309;
Nassar,1309,1826;
Raadhika Sarathkumar,1309;
Lakshmi,1309;
S.N. Lakshmi,1309;
Senthil,1309;
Humphrey Bogart,131,2277,2288,2351,2525,305,81;
Tom Tully,131;
Robert Charles Francis,131;
Van Johnson,131,243,2521,256;
Don Dubbins,131;
E. G. Marshall,131,1922,450,82;
CCH Pounder,1310,318;
Jada Pinkett Smith,1310,1455,456,722;
John Kassir,1310,842;
Thomas Haden Church,1310,1702,2159;
William Sadler,1310,1900,2102,648;
Martin Donovan,1311,745;
Eva Amurri,1311;
Chad Faust,1311;
Valerie Bertinelli,1311;
Patrick Fugit,1311;
Jena Malone,1311,1657,2100,2205;
Davif Fahm,1312;
John McGlynn,1312;
Ginny Holder,1312;
Ken Bones,1312;
Simon MacCorkindale,1312;
JÃ¼rgen Prochnow,1312,143,2364,602;
David Warner,1312,1917,357,383,394,557,72,741;
Mark Prowley,1312;
Saffron Burrows,1312,2116,756;
Fraser James,1312;
Freddie Prinze,1312,1337,1817,1849,1963;
Hugh Quarshire,1312;
Matthew Lillard,1312,1337,1744,1817,1849,1943,320,488,659,711;
Richard Dillane,1312;
Robbie Gee,1313,931;
Mike Reid,1313;
Alan Ford,1313;
Vinnie Jones,1313,1674,2017;
Stephen Graham,1313;
Ade,1313;
Rade Serbedzija,1313,1996,2544;
Lennie James,1313,2505;
Olek Krupa,1314,1340;
Nicole Ari Parker,1314,2171;
Peter Greene,1314,1450,2465;
Faith Hill,1315;
Roger Bart,1315,343,416,691;
Mike White,1315,899;
Maggie Q,1316;
CÃ©cile de France,1316,2150;
Robert Fyfe,1316;
Steve Coogan,1316;
Richard Branson,1316,1615;
Rusty Joiner,1317;
Rip Torn,1317,1729,2302,2469,343,416,425;
Stephen Root,1317,22;
Justin Long,1317,1935,2528;
Jason Bateman,1317;
Brandon Molale,1317;
Julie Gonzalo,1317;
Trever O'Brien,1317;
Chris Williams,1317;
Christine Taylor,1317,263,295;
Gary Cole,1317;
Amy Stiller,1317,612;
Chuck Norris,1317,2532;
Missi Pyle,1317,2168;
Fred Armisen,1318;
Chris Parnell,1318;
Seth Rogen,1318;
Fred Willard,1318,2030;
Judd Apatow,1318;
Paul Rudd,1318,1841,532;
Steve Carell,1318,1512;
Will Ferrell,1318,1689,618,915;
Stephen Dillane,1319,297;
Ioan Gruffudd,1319,2024,2499,72;
Ken Stott,1319;
Clive Owen,1319,1675,1773,1985,2227,983;
Til Schweiger,1319,488,903;
Keira Knightley,1319,1637,1734,2032,69,755;
Joel Edgerton,1319;
Hugh Dancy,1319;
Mads Mikkelsen,1319,1615;
Stellan SkarsgÃ¥rd,1319,1458,1481,1597,1734,405,870;
Clarence Kolb,132;
David Doyle,1320;
Udo Kier,1320,1475,1821,250,74,767,964;
Jonathan Taylor Thomas,1320;
Corey Carrier,1320,2331;
Bebe Neuwirth,1320,2017,753;
Winona Ryder,1321,1322,1349,1350,1410,1546,1668,1766,2477,551,771;
Kerri Green,1321;
Courtney Thorne-Smith,1321,1633,1679,1742;
Corey Haim,1321,1339;
J. David Moeller,1322;
Jane Alexander,1322,620;
Jason Robards,1322,406,589,82,956;
Daniel Peacock,1323,654;
Benjamin Whitrow,1323;
Gary Shail,1323;
Phil Davis,1323;
Jeremy Child,1323;
Leslie Ash,1323;
John Bindon,1323;
George Innes,1323;
Mark Wingett,1323;
Kate Williams,1323;
Hugh Lloyd,1323;
Toyah Willcox,1323,538;
Sting,1323,143;
Michael Elphick,1323;
Gregory Smith,1324,98;
Kea Wong,1324,699;
Kirsten Storms,1324;
Lauren Maltby,1324;
Gwynyth Walsh,1324,27;
Raven-SymonÃ©,1324,1341,1346,2321;
Stuart Pankin,1324;
Kristin Scott Thomas,1327,300,586;
Emmanuelle BÃ©art,1327;
Peter Graves,1327,198,62;
Henry Czerny,1327;
Jean Reno,1327,1816,19,2023,405,67,970;
Josh Rushing,1328;
Samir Khader,1328;
Sergei Stolyarov,1329;
Lyubov Orlova,1329;
Pavel Massalsky,1329;
Vladimir Volodin,1329;
Faye Dunaway,133,136,1939,2369,299;
Bruce Glover,133;
Diane Ladd,133,1922,574,630;
John Hillerman,133,1820;
Billy Crudup,1330,2496;
Vittorio Gassman,1330,851;
Ron Eldard,1330,2272,2339,690;
Minnie Driver,1330,591,731;
Jonathan Tucker,1330,2147;
Jason Miller,1331,1832,696;
William O'Malley,1331;
Jack MacGowran,1331;
Barton Heyman,1331;
Ellen Burstyn,1331,1335,574,608;
Mercedes McCambridge,1331;
Lee J. Cobb,1331,174,2225,2291,2296,244,782;
Tilda Swinton,1332,1592,1941,2061,2193,373,528;
Peter Mullan,1332;
Emily Mortimer,1332,2256,341;
William Forsythe,1333,2216,2339,32;
Estelle Parsons,1333,136;
Charlie Korsmo,1333,1642,905,976;
Colm Meaney,1333,1807,2019,2184,2496;
Glenne Headly,1333,1850,1859,2469,449,910;
Dick Van Dyke,1333,247;
R.G. Armstrong,1333,2254;
Warren Beatty,1333,136,139,1498,303,718;
Tina Majorino,1335;
Mae Whitman,1335;
Lauren Tom,1335,1636,1802,2429;
Andy GarcÃ­a,1335,1684,1808,2005,329,490;
Gail Strickland,1335;
Sarah Michelle Gellar,1337,1849;
Linda Cardellini,1337,1849;
Tim Blake Nelson,1337,22;
Neil Fanning,1337,1849;
Alicia Silverstone,1337,4,711;
Michael Chiklis,1338,2499,450;
Sean Pertwee,1338,1682,593;
Gary Busey,1338,1796,985;
Maureen Flannigan,1339;
Robert Mandan,1339;
Demetra Hampton,1339;
Vladimir Mashkov,1340;
Gabriel Macht,1340;
David Keith,1340,2449;
Abigail Breslin,1341,144;
Callum Blue,1341,2070;
Chris Pine,1341;
Paul Vogt,1341;
Richard Jordan,1342,143,2107,897;
Mario Van Peebles,1342,2114,2422,456,713;
Tone-LÅc,1342,1797,2332,767;
Tommy 'Tiny' Lister,1342,1574,1749,2186,366,438,837;
Faizon Love,1342,2211,2332,438,915;
Woody Strode,1342,225,2421,424;
Reginald VelJohnson,1342;
Blair Underwood,1342,1709,2038,690;
Zakes Mokae,1343;
Patrick Dempsey,1343,588,884;
Mimsy Farmer,1344;
Anthony Anderson,1345,1792,1965,829;
Frankie Muniz,1345,1795;
Hannah Spearritt,1345;
Steve Irwin,1346;
James Avery,1346;
James L. Avery,1346;
Arnold Schwarzenegger,1346,2078,2105,2200,33,4,578,584,585,705,979;
Kristen Wilson,1346,901;
Andy Richter,1346,1415,294,722,915;
Eddie Murphy,1346,832;
Kyla Pratt,1346,2378;
Mike Epps,1346,1425;
Lisa Kudrow,1346,531;
Zack Duhame,1347;
Katie Schlossberg,1347;
Julie Bowen,1347;
Judith Kahan,1347;
Harris Yulin,1347,454,665,884;
Ann Cusack,1347;
Tim Blaney,1348;
Fisher Stevens,1348,547,659;
Mariette Hartley,1349,660;
Robert Downey Jr.,1349,1493,1504,444,446,586,614,845;
Warner Oland,135;
May McAvoy,135,2243;
Al Jolson,135;
 Roxy Carmichael,1350;
Jeff Daniels,1350,1351,1657,1848,2107,289,757;
Bill Fagerbakke,1351,1877,691;
Karen Duffy,1351,1797;
Charles Rocket,1351,1670;
Harland Williams,1351,1549,677;
Brady Bluhm,1351;
Victoria Rowell,1351;
William Daniels,1352,1951;
Kim Basinger,1352,1804,2,2408,365;
Adrien Brody,1353,1504,1980,342,967;
Cherry Jones,1353,144,1808,2117;
Joaquin Phoenix,1353,144,2289,846;
Judy Greer,1353,2134,518,528;
Bryce Dallas Howard,1353;
Roland Gift,1354;
Britt Ekland,1354,409;
Joanne Whalley,1354,527;
Leslie Phillips,1354;
Jean Alexander,1354;
Ludivine Sagnier,1355,1653;
Rachel Hurd-Wood,1355;
Jeremy Sumpter,1355;
Lynn Redgrave,1355,1526,1834,2027,2481,340;
Mickey Rooney,1357,2317,233,417,71,798;
Henry Hull,1357,481,661;
Minor Watson,1357,507;
Harry Northup,1359;
Michael Eric Kramer,1359;
Andy Romano,1359,2542,979;
Michael J. Pollard,136;
Erland Josephson,1360,2086;
Gunnel Lindblom,1360;
Jane Leeves,1361;
Joanna Lumley,1361;
Paul Terry,1361;
Richard Dreyfuss,1361,1490,1642,179,2071,2093,449,651;
Lena Stolze,1362;
Wulf Kessler,1362;
Paul Winfield,1364,2020,29;
John Lithgow,1364,1900,2035,2207,2281,2497,2541,899;
Craig Fairbrass,1364;
Leon Robinson,1364,2484;
Rex Linn,1364,991;
Ralph Waite,1364;
Cheryl Barnes,1365;
John Savage,1365,342,435;
Dorsey Wright,1365;
Nell Carter,1365,2332;
Donnie Dacus,1365;
Charlotte Rae,1365,2328;
Annie Golden,1365;
 Summer,1366;
 Fall,1366;
 Winter... and Spring,1366;
Sonomanma Higashi,1367;
Takeshi Kitano,1367,1368,250,723;
Omar Epps,1368;
Antwon Tanner,1368;
Ren Osugi,1368,1880;
James Shigeta,1368,909;
Susumu Terajima,1368,880,882;
Lombardo Boyar,1368,426;
Marion Mack,137;
Megan Zheng,1370;
Huang Wenyong,1370;
Shawn Lee,1370;
Xiang Yun,1370;
Anjelica Huston,1371,1394,318,563;
Helena Carroll,1371;
Donal Donnelly,1371;
Donal McCann,1371;
Dan O'Herlihy,1371,323,395,41,623;
Tom Butler,1372;
Gabriel Mann,1372,1511;
Donald Faison,1372,976;
Paulo Costanzo,1372,1988;
Alan Cumming,1372,1673,531,699;
Cynda Williams,1374;
Giancarlo Esposito,1374;
Bill Nunn,1374,362;
Spike Lee,1374,2524,715;
Peter Cellier,1375,1568,331;
Warren Mitchell,1375;
Terry Gilliam,1375;
Rodney Bewes,1375;
Harry H. Corbett,1375;
Max Wall,1375;
Michael Palin,1375,175,1883;
Bernard Bresslaw,1375,557;
John Bird,1375;
Neil Innes,1375,1883;
Derek Francis,1375,1874;
Terry Jones,1375;
John Le Mesurier,1375,2440;
David Gallagher,1376;
Isabelle Adjani,1377,718;
GÃ©rard Depardieu,1377,1577,1737,2049,296,322,57;
Gordon Currie,1378;
Kathleen Robertson,1378,2085;
Kristin Lehman,1378;
B.D. Wong,138;
Joseph Mazzello,138,1847;
Martin Ferrero,138;
Bob Peck,138;
Cameron Thor,138;
Ariana Richards,138,1651,890;
Claude Jade,1381,605,720;
Tracy Morgan,1382,2358;
Wes Johnson,1382;
Lynn Whitfield,1382,2321;
Robin Givens,1382;
Bernie Mac,1382,1808,438,650;
Monica Bellucci,1383,714,771,986;
Romane Bohringer,1383,1432;
Vincent Cassel,1383,1808,341,714;
 Jimmy Dean,1385;
Cher,1385,1668,902;
Sandy Dennis,1385;
Sudie Bond,1385;
Karen Black,1385,155;
Ian Roberts,1386;
Jesse Bradford,1386,1980,2331,2469,532,659;
Gabrielle Union,1386,1538,1817,2385;
Nicole Bilderback,1386;
Huntley Ritter,1386,2001;
Kirsten Dunst,1386,1410,1529,1716,2324,2366,2489,362,685,992;
Clare Kramer,1386,2369;
Nathan West,1386,951;
Bianca Kajlich,1386;
Cody McMains,1386;
Eliza Dushku,1386;
Tsianina Joelson,1386;
Larisa Oleynik,1387;
Schuyler Fisk,1387,899;
Bre Blair,1387;
Zelda Harris,1387;
Stacy Linn Ramsower,1387;
Marla Sokoloff,1387,2103,2344;
Dink Trout,1388;
Jerry Colonna,1388;
Jim MacDonald,1388,840;
Queenie Leonard,1388;
Don Barclay,1388,1700,840;
Joseph Kearns,1388;
Larry Grey,1388,840;
Richard Haydn,1388;
Kathryn Beaumont,1388,1700;
The Mellomen,1388;
Ed Wynn,1388,2047,247,621;
Bill Thompson,1388,1700;
Matt Clark,1389;
Wilford Brimley,1389,1436,1616,1620,1621,2359,34,698;
Sam Shepard,1389,298,608;
Rene Auberjonois,139,1585,717,864;
Ed Harris,1390,1698,32,336,450,455,698,864;
David Clennon,1390,314,34;
Larry Pine,1391;
Paulina Porizkova,1391,2137;
Steven Gilborn,1391;
Sally Kirkland,1391,45;
Lukas Haas,1392,261,620;
Armin Mueller-Stahl,1392,1859,340,959;
Frederic Forrest,1392,2307,607;
RuPaul,1393;
Eddie Cibrian,1393;
Wesley Mann,1393;
Ione Skye,1393;
Katharine Towne,1393,21;
Bud Cort,1393,1585,285,455;
Mink Stole,1393,1798,2154;
Melanie Lynskey,1393,2540,588;
Clea DuVall,1393,1817,1990,2405,976;
Dante Basco,1393,905;
Richard Moll,1393,1567,522;
Pat Hingle,1394,1687,2,4;
Annette Bening,1394,54,586,651;
John Cusack,1394,1413,1779,1990,2360,2452,342,393,678,685;
Paul Newman,1395,1453,1482,1600,2225,2377,400,448,851;
Robert Sean Leonard,1395,1697,2416;
Remak Ramsay,1395,752;
Gale Garnett,1395;
Joanne Woodward,1395,1707,573,956;
Andrzej Seweryn,1396;
Dominique Blanc,1396,1432;
Vincent PÃ©rez,1396,1528;
Catherine Deneuve,1396;
Paul Dano,1397,884;
Olivier Martinez,1397,1408,1924;
Angelina Jolie,1397,1536,1566,1955,23,64,659,903;
Jean-Hugues Anglade,1397;
Phoebe Cates,1398,2213;
Kieran Culkin,1398,1817,706;
Kimberly Williams,1398,2267;
 Pussycat! Kill! Kill!,1399;
Lori Williams,1399;
Sue Bernard,1399;
Haji,1399;
Tura Satana,1399;
Stuart Lancaster,1399;
Susan Bernard,1399;
Hajji,1399;
 the Jury,140;
Alan Reed,140,2464;
Bob Cunningham,140;
Margaret Sheridan,140,227;
Biff Elliot,140;
Peggie Castle,140;
Alexander Knox,1400;
Eddie Foy,1400,1828;
Matthew Moore,1400,457;
Charles Coburn,1400,1889,242;
Stanley Ridges,1400,228,495;
Geraldine Fitzgerald,1400,412;
Ruth Nelson,1400;
Patrick Bergin,1402,1609;
James Gleason,1403,1414,198,254;
Kim Charney,1403;
Frank Sinatra,1403,2073,2074,248,377,83;
Nancy Gates,1403;
Sterling Hayden,1403,1577,507,8;
Tracy Pollan,1405;
Richard T. Jones,1406,1682,56;
Paula Jai Parker,1406,438;
Barry Watson,1407,2441;
Molly Ringwald,1407;
Helen Mirren,1407,2035,2440,624,641,748;
Marisa Coughlan,1407;
Robert Gant,1407;
Michelle Rodriguez,1408,1787,634;
LL Cool J,1408,1816,999;
Jeremy Renner,1408;
Rosemary Harris,1409,2201,2516,362;
Christian Bale,1410,1687,1837,2416,414,441,593,842,972;
John Neville,1410,1526;
Trini Alvarado,1410;
Mary Wickes,1410,847;
Claire Danes,1410,517,532,578,846;
Dan Hedaya,1411,1497,1549,1587,1687,1732,21,2366,450,454,551,585,821;
Gwen Verdon,1411,1620,1621,713,968;
Meryl Streep,1411,1646,1766,187,2094,271,334,528;
Gary Raymond,1412,580;
John Fraser,1412;
Douglas Wilmer,1412,2251,580,827;
GeneviÃ¨ve Page,1412;
Sophia Loren,1412,1724,376,827;
Raf Vallone,1412;
Josephine Hull,1414,440;
Raymond Massey,1414,174,2286,359,495,702;
Charles Lane,1414,233,86;
Jean Adair,1414;
Priscilla Lane,1414;
John Alexander,1414;
Jack Carson,1414,2550;
Darrell Hammond,1415;
Mary-Kate Olsen,1415;
Riley Smith,1415,2001;
Ashley Olsen,1415;
Jared Padalecki,1415,935;
Lambert Wilson,1417,1916,2504,2505;
Kim Smith,1417;
Frances Conroy,1417,2477;
Peter Wingfield,1417;
Byron Mann,1417,2152;
Alex Borstein,1417;
 The Smoke Fairy,1419;
Paul Panzer,1419;
Gladys Hulette,1419;
Cecil Kellaway,142,1550,483;
Beah Richards,142;
Katharine Houghton,142;
Sidney Poitier,142,2132,487;
Antara Mali,1420;
Manoj Bajpai,1420;
Vivek Oberoi,1420;
Micheline Presle,1421;
John Garfield,1421,2287,2310,2488,46;
Gerard McSorley,1424,2386;
Iain Glen,1425,2320,64,794;
Sandrine Holt,1425;
Sienna Guillory,1425,2551;
Sophie Vavasseur,1425;
Thomas Kretschmann,1425,1728,1801,2319,38,967;
Oded Fehr,1425,645;
Joe Grifasi,1426,1635;
Thomas Jane,1426,2137,23,342;
Michael Nouri,1426;
Donald Moffat,1426,34,914;
Robert Wuhl,1427,2;
Lolita Davidovich,1427;
Kristen Bell,1428,625;
William H. Macy,1428,1804,2505,339,449,589,602,754,907;
Derek Luke,1428,1556;
Billy Bletcher,1429,2312,2340;
Danny Corkill,143;
SiÃ¢n Phillips,143,1436,1535,1999;
Linda Hunt,143,1926,2234,842;
Judd Omen,143;
Jack Nance,143,630;
Dean Stockwell,143,1802,2307,517,602;
Silvana Mangano,143;
Virginia Madsen,143,1659,2023,2139,517,797;
Honorato Magaloni,143;
Paul L. Smith,143,2234;
Molly Wryn,143;
Alicia Witt,143,1626,1798,1884,2205,449;
Dean Andrews,1430;
Fionnuala Flanagan,1435,2148;
Tony Cox,1435,1965,438,527;
Aubree Miller,1435,1436;
Fionnula Flanagan,1435,2148;
Guy Boyd,1435;
Eric Walker,1435,1436;
Carel Struycken,1436,425;
Paul Gleason,1436,1834;
Niki Botelho,1436;
Adele Malis-Morey,1437;
Billie Hayes,1437;
Susan Sheridan,1437;
John Byner,1437,938;
Phil Fondacaro,1437,527;
Grant Bardsley,1437;
Eda Reiss Merin,1437;
Patricia Kalember,144,997;
Rory Culkin,144;
Milton Reid,1440;
Larry Taylor,1440;
Dorothy McGuire,1440,2294,272,275,46;
Janet Munro,1440,361;
Kevin Corcoran,1440;
Cecil Parker,1440,2333;
James MacArthur,1440;
Andy Ho,1440;
Sessue Hayakawa,1440,146;
Bernard Landry,1442;
Zhou Xun,1443;
 She's a Man,1444;
Anita Yuen,1444;
Leslie Cheung,1444,1445,1446,1447,1998,2095,2257,503;
Carina Lau,1444,555;
Chow Yun-Fat,1445,928;
Cherie Chung,1445;
Kenneth Tsang,1445,928;
Anita Mui,1446;
 Ends Well,1447;
Sandra Ng,1447,2095;
Teresa Mo,1447,2095;
Stephen Chow,1447;
Clarke Peters,1448;
Frances Sternhagen,1448,606;
James Sikking,1448,541;
Kika Markham,1448;
Annabeth Gish,1449,450,488;
Ashley Judd,1449,1684,1992,2058,53,56;
Jonathan Freeman,145;
Angela Lansbury,145,330,685,742,83;
Gilbert Gottfried,145,1733,724,725;
Scott Weinger,145;
Linda Larkin,145;
Douglas Seale,145;
Russi Taylor,145,1995,337,550;
Rupert Everett,1451,676;
Lesley Manville,1451;
James Garner,1453,1676,1683,431,743,809,821;
Stockard Channing,1453,1521,165,56,768;
Martin Hewitt,1454;
Brooke Shields,1454,1497,1754,1951,2504,845;
Richard Kiley,1454;
Shirley Knight,1454;
Jami Gertz,1454,2188,719;
Beatrice Straight,1454,299;
Barry Shabaka Henley,1455;
Bruce McGill,1455,196,343,898,913;
Javier Bardem,1455,793;
Nastassja Kinski,1458,1670,1825,599;
Wallace Reid,146;
Geraldine Farrar,146;
Fannie Ward,146;
Camilla Power,1460;
KristÃ½na KohoutovÃ¡,1460;
Miyoko Shoji,1461;
ShÅzÅ Iizuka,1461,1750;
æç¬ å¯ç¾å­,1461;
Dorothy LeMay,1462;
Dee Wallace-Stone,1462,154,2549;
Bo Derek,1462;
Robert Webber,1462;
Ron Rifkin,1465,1926,45;
Tom Everett Scott,1465,1925,302;
Vin Diesel,1465,2266,634,867;
Nia Long,1465,1792,1851,1879,1996,2053,2114,2358,438;
Mistress Natasha,1466;
Mistress Delilah,1466;
Mistress Catherine,1466;
Mistress Beatrice,1466;
Mistress Raven,1466;
Gustav Diessl,1467,2268;
Heinrich George,1467,1979,63;
Paul Wegener,1467,1562;
Kristina SÃ¶derbaum,1467,1979;
Alice Brady,1469;
Henry Fonda,1469,1625,1667,1671,174,2228,2237,2299,2350,2521,323;
Marjorie Weaver,1469;
Ward Bond,1469,213,259;
Eddie Quillan,1469;
Richard Cromwell,1469;
Robert Warwick,147;
Byron Foulger,147;
Veronica Lake,147,2459,305;
Franklin Pangborn,147;
Margaret Hayes,147;
Porter Hall,147;
William Demarest,147,190,2047;
Robert Greig,147;
Torben Meyer,147;
Bebe Daniels,1470;
George Brent,1470,2350;
Dick Powell,1470;
Ruby Keeler,1470;
Warner Baxter,1470;
Nicolai Cleve Broch,1471;
Ewa FrÃ¶ling,1471;
Haley McLane,1472;
Patricia Tallman,1472,2136;
Billy Hayes,1472;
Robert Jason Jackson,1472;
Tamlyn Tomita,1472;
Paul Hampton,1472,2135;
Greg Aronowitz,1472;
David Sage,1472;
Michael O'Hare,1472,2192;
Peter Jurasik,1472,724;
Linda Hoffman,1472;
John Fleck,1472;
Andreas Katsulas,1472;
Ardwright Chamberlain,1472;
Ed Wasser,1472;
Marianne Robertson,1472;
Steven R. Barnett,1472;
Mira Furlan,1472;
Jerry Doyle,1472;
Johnny Sekka,1472;
F. William Parker,1472;
